call_id,subject,call_created_at,call_duration,location,call_type,agent_name,customer_name,transcript,summary,sentiment_score,issue_category,resolution_status
3cac921c-1dd4-4c41-801c-1de0f2b42e0d,Customer Service Call - Spa Appointment Booking Issue,2025-06-02T07:24:25.568Z,163,feelgoodspasdetroit,inbound,Ethan Rodriguez,Olivia Thompson,"Ethan Rodriguez: Thank you for calling Feel Good Spas support, this is Ethan Rodriguez. How can I help you today?
Olivia Thompson: Hi Ethan, I'm having an issue with my recent spa appointment booking.
Ethan Rodriguez: Okay, I can help with that. Can I get your name and the date of your appointment, please?
Olivia Thompson: My name is Olivia Thompson, and the appointment was supposed to be for the 25th of July at 2 PM.
Ethan Rodriguez: Okay Olivia, I see the appointment in our system. It looks like it was accidentally scheduled under the incorrect service. You booked for a 'Deep Tissue Massage', but our notes say it was meant to be a 'Hot Stone Massage'
Olivia Thompson: Yes, that's exactly the issue. I specifically booked the Hot Stone Massage.
Ethan Rodriguez: I apologize for the error. Unfortunately, the therapist who performs Hot Stone Massages is fully booked on the 25th. I can either reschedule you for another day or change the service to the Deep Tissue Massage as booked.
Olivia Thompson: Hmm, I was really hoping for the Hot Stone Massage on that specific day. What dates do you have available next week for that service?
Ethan Rodriguez: Let me check... It looks like we have an opening on the 30th at 10 AM with our therapist. Would that work for you?
Olivia Thompson: That is unfortunately too early for me. I'll have to think about rescheduling for another time. Thank you for your help, Ethan.
Ethan Rodriguez: You're welcome, Olivia. Please call us back when you're ready to reschedule or if you decide to keep the Deep Tissue Massage. Have a good day.
Olivia Thompson: I will. Goodbye.
Ethan Rodriguez: Goodbye.","The customer, Olivia Thompson, called regarding a booking error for a Hot Stone Massage. The issue could not be fully resolved as the specific requested date was unavailable for the correct service.",0.1,booking issue,unresolved
3e3d8462-3ed6-427e-b3c9-1ce538d0c61c,Customer Service Call - Appointment Rescheduling,2025-06-02T07:24:25.568Z,224,feelgoodspasdetroit,inbound,Emma Rodriguez,Liam Anderson,"Emma Rodriguez: Thank you for calling Feel Good Spas support, this is Emma Rodriguez. How can I help you today?
Liam Anderson: Hi Emma, I'm having an issue with my recent spa appointment booking.
Emma Rodriguez: I'm sorry to hear that, Liam. Can you please provide me with your booking confirmation number or the date and time you scheduled your appointment?
Liam Anderson: Sure, it's for tomorrow, October 27th at 2 PM for a deep tissue massage.
Emma Rodriguez: Okay, Liam, I see your appointment. What seems to be the issue?
Liam Anderson: I need to reschedule it, but the online system isn't letting me. I need to move it to the following week, if possible.
Emma Rodriguez: Alright, let me check availability for the following week. One moment... Okay, I see openings on November 3rd at 2 PM, or November 4th at 10 AM. Would either of those work?
Liam Anderson: November 3rd at 2 PM works perfectly. Thanks so much, Emma!","The customer needed to reschedule their massage appointment due to an issue with the online system. The agent was able to find a new appointment time that worked for the customer, but did not resolve the issue of the malfunctioning online system.",0.4,rescheduling,resolved
3fd60f19-21d5-4578-97dd-0cce2b84a86e,Customer Service Call - Spa Appointment Cancellation,2025-06-02T07:26:46.096Z,215,feelgoodspasdetroit,inbound,Liam Garcia,Olivia Rodriguez,"Liam Garcia: Thank you for calling Feel Good Spas support, this is Liam. How can I help you today?
Olivia Rodriguez: Hi Liam, I'm having an issue with my recent spa appointment booking. I booked a couples massage for this Saturday at 2pm but I just received an email saying it was canceled due to staff shortages. This is extremely disappointing as it was a surprise for my anniversary.
Liam Garcia: I understand your frustration, Olivia. I've looked into the cancellation and unfortunately, due to unforeseen circumstances, we had to reduce our staff this weekend. I can offer you a 10% discount on a future booking, but I'm unable to reschedule your appointment for this Saturday. All of our other locations are fully booked. I apologize for any inconvenience this may cause.","The customer's couples massage appointment was canceled due to staff shortages, and the support agent was unable to reschedule it for the desired date, only offering a discount on a future booking, leaving the customer unsatisfied.",-0.6,cancellation,unresolved
404b5d55-38fb-4a23-953a-5d24daae81aa,Customer Service Call - Appointment Cancellation,2025-06-02T07:26:28.968Z,910,feelgoodspasdetroit,inbound,Darius Williams,Ava Rodriguez,"Darius Williams: Thank you for calling Feel Good Spas support, this is Darius Williams. How can I help you today?
Ava Rodriguez: Hi Darius, I'm having an issue with my recent spa appointment booking. I booked a couples massage for my anniversary next week, but I just received an email saying it's been canceled because of 'unforeseen circumstances.' This is extremely frustrating.
Darius Williams: I understand your frustration, Ms. Rodriguez. I've looked up your booking, and it appears the massage therapist scheduled for that date is unavailable due to a sudden family emergency. Unfortunately, all other therapists are fully booked for the next two weeks, and we can't offer you a similar appointment at this time. We can issue a full refund, or reschedule sometime after the 15th.","The customer's anniversary spa appointment was cancelled due to therapist unavailability and no alternative appointments could be offered, leaving the customer unsatisfied as the issue wasn't resolved.",-0.6,cancellation,unresolved
41f231b2-f25d-4899-801c-6e0be010b6af,Feel Good Spas Support - Billing Inquiry,2025-06-08T00:51:00.751Z,72,feelgoodspasdetroit,inbound,Feel Good Spas Representative,Emily Carter,"Sarah: Thank you for calling Feel Good Spas, this is Sarah, how can I help you today?
Emily Carter: Hi Sarah, my name is Emily Carter and I'm calling about a charge on my credit card. I'm not sure what it's for.
Sarah: Okay Emily, I can certainly help you with that. Can you please provide me with the last four digits of the card used and the date of the charge?
Emily Carter: Sure, the last four digits are 4567 and the charge was on July 15th. It's for $150, which seems a bit high for a simple massage.
Sarah: Thank you, Emily. One moment while I pull up your account... Okay, I see the charge. It looks like that was for a 60-minute deep tissue massage with aromatherapy, and you added a hot stone enhancement to your session. Does that sound right?
Emily Carter: Oh, you're right! I completely forgot about the hot stones. That makes sense. Sorry about that!
Sarah: No problem at all, Emily! Glad we could clear that up for you. Is there anything else I can assist you with today?
Emily Carter: No, that's all. Thank you so much for your help, Sarah!
Sarah: You're very welcome! Have a great day, Emily!","Customer Emily Carter called regarding an unfamiliar charge on her credit card. The representative, Sarah, identified the charge as a deep tissue massage with aromatherapy and a hot stone enhancement. The customer then recalled the hot stone enhancement and the issue was resolved amicably. Customer was satisfied with the explanation.",0.6,billing inquiry,resolved
43efb9d4-2554-4a1d-abb5-c3f226b86425,Customer Service Call - Appointment Rescheduling,2025-06-02T07:17:28.055Z,237,feelgoodspasdetroit,inbound,Marcus Rodriguez,Beatrice Thompson,"Marcus Rodriguez: Thank you for calling Feel Good Spas support, this is Marcus. How can I help you today?
Beatrice Thompson: Hi Marcus, I'm having an issue with my recent spa appointment booking. I booked a couples massage for this Saturday at 2 PM but now I need to reschedule. When I try to do it online, it says there are no available slots for the next two months. That's unacceptable!
Marcus Rodriguez: I understand your frustration, Beatrice. Let me check our system. Unfortunately, it seems that due to high demand and staffing limitations, we currently have no available couples massage appointments for the next couple of months. I am unable to reschedule your appointment. The booking is non-refundable as it is within 48 hours of the original time.","The customer was unable to reschedule a spa appointment due to lack of availability, and because the booking was within 48 hours of the original time it could not be refunded, leaving the customer unsatisfied.",-0.6,rescheduling,unresolved
4885943b-8fc2-4c66-9eae-3f9269ff21c5,Customer Service Call - Booking Cancellation,2025-06-02T07:24:44.771Z,765,feelgoodspasdetroit,inbound,Liam Anderson,Ava Rodriguez,"Liam Anderson: Thank you for calling Feel Good Spas support, this is Liam Anderson. How can I help you today?
Ava Rodriguez: Hi Liam, I'm having an issue with my recent spa appointment booking. I booked a couples massage for this Saturday, and I just received an email saying it's been canceled. No reason was given!
Liam Anderson: I'm sorry to hear that, Ava. Let me check the system. Ah, yes, I see the cancellation. Unfortunately, due to unforeseen staffing shortages this weekend, we had to make some adjustments to the schedule. All available massage therapists are fully booked. I understand this is frustrating, but there are no other appointments available this Saturday for a couples massage. The earliest availability is next month.","The customer's couples massage was canceled due to staffing shortages, and the agent was unable to reschedule it for the desired date, leaving the customer unsatisfied.",-0.6,cancellation,unresolved
4ab67c84-6d8e-4620-8959-56460de24530,Customer Service Call - Booking Change,2025-06-02T07:25:45.883Z,134,feelgoodspasdetroit,inbound,Liam Rodriguez,Olivia Anderson,"Liam Rodriguez: Thank you for calling Feel Good Spas support, this is Liam Rodriguez. How can I help you today?
Olivia Anderson: Hi Liam, I'm having an issue with my recent spa appointment booking.
Liam Rodriguez: Okay, I can help with that. Could you please provide me with the name and phone number associated with the booking?
Olivia Anderson: Yes, the name is Olivia Anderson, and the phone number is +1-555-2345. I accidentally booked the wrong massage treatment and need to change it.
Liam Rodriguez: Alright Olivia, I've located your booking. I've successfully changed your massage treatment to the one you requested. You'll receive a confirmation email shortly. Is there anything else I can assist you with?
Olivia Anderson: That's perfect, thank you so much for your help, Liam! Have a great day.","The customer contacted support to change her spa appointment treatment. The support agent successfully modified the booking and sent a confirmation email to the customer, resolving the issue.",0.6,booking issue,resolved
4d1f46d3-e6ec-47cc-ae39-544e1b37508a,Customer Service Call - Appointment Cancellation,2025-06-02T07:26:46.096Z,154,feelgoodspasdetroit,inbound,Liam Rodriguez,Ava Wilson,"Liam Rodriguez: Thank you for calling Feel Good Spas support, this is Liam Rodriguez. How can I help you today?
Ava Wilson: Hi Liam, I'm having an issue with my recent spa appointment booking.
Liam Rodriguez: Okay, I understand. Can you please provide me with your booking confirmation number or the name the appointment was booked under?
Ava Wilson: The name is Ava Wilson, and it's for a couples massage this Saturday at 2 PM at the downtown location. I received an email saying it was cancelled, but I never requested a cancellation.
Liam Rodriguez: I see the cancellation here, Ms. Wilson. It looks like it was system generated due to a staffing shortage at that location on Saturday. We sincerely apologize for the inconvenience.
Ava Wilson: A staffing shortage? That's ridiculous! This was supposed to be a special anniversary treat for me and my husband. Is there anything you can do to rebook it for the same time at another location? Or even a different time on the same day?
Liam Rodriguez: I'm very sorry, Ms. Wilson, but all of our other locations are fully booked for couples massages on Saturday. The best I can offer is a 20% discount on a future booking, valid for the next 3 months. The cancellation email should have instructions for the credit.
Ava Wilson: A discount? Seriously? That doesn't help me at all! This was planned for our anniversary this Saturday, not sometime in the next three months. This is completely unacceptable. Thanks for nothing!","Customer Ava Wilson's couples massage appointment was cancelled due to a staffing shortage. The agent offered a discount on a future booking, which the customer found unsatisfactory, leaving the customer unresolved and unhappy.",-0.6,cancellation,unresolved
5202acdd-852d-4f5e-a750-d2bae0f95349,Customer Service Call - Booking Error,2025-06-02T07:17:28.055Z,249,feelgoodspasdetroit,inbound,Oliver Williams,Ava Rodriguez,"Oliver Williams: Thank you for calling Feel Good Spas support, this is Oliver Williams. How can I help you today?
Ava Rodriguez: Hi Oliver, I'm having an issue with my recent spa appointment booking. I booked a couples massage for tomorrow at 2 PM, but I just realized I accidentally booked it under the wrong name. It's under 'Ava Rodriquez' instead of 'Ava Rodriguez'. The spelling is wrong.
Oliver Williams: Okay Ava, I can certainly help you with that. Let me pull up your booking. Yes, I see the appointment for tomorrow at 2 PM. I've corrected the spelling of your last name. Is there anything else I can assist you with today?
Ava Rodriguez: Oh, that's fantastic, thank you so much for the quick fix! No, that's all. Have a great day!","The customer called about a misspelling in their spa appointment booking. The support agent corrected the spelling, resolving the customer's issue and ensuring the appointment proceeds smoothly.",0.6,booking issue,resolved
53d98896-85fc-4332-b6df-028acbed6b0b,Customer Service Call - Appointment Rescheduling,2025-06-02T07:09:51.638Z,52,feelgoodspasdetroit,inbound,Olivia Thompson,Ethan Rodriguez,"Olivia Thompson: Thank you for calling Feel Good Spas support, this is Olivia Thompson. How can I help you today?
Ethan Rodriguez: Hi Olivia, I'm having an issue with my recent spa appointment booking.
Olivia Thompson: I'm sorry to hear that, Ethan. Could you please provide me with your booking reference number or the date and time you booked for?
Ethan Rodriguez: Yes, it's for the 'Relaxation Retreat' package, booked for tomorrow, November 9th, at 2 PM. I actually wanted to reschedule it for next week, November 16th, at the same time if possible.
Olivia Thompson: Okay, Ethan, one moment while I check availability... Perfect, I've successfully rescheduled your 'Relaxation Retreat' package for November 16th at 2 PM. You will receive a confirmation email shortly. Is there anything else I can help you with today?
Ethan Rodriguez: That's fantastic, thank you so much for your help, Olivia! That was quick and easy. Have a great day!","Ethan Rodriguez called to reschedule his spa appointment. The support agent, Olivia Thompson, successfully rescheduled the appointment for the customer, resulting in a positive outcome.",0.6,rescheduling,resolved
53df744b-2409-40f4-ae20-d2fa38113912,Customer Service Call - Booking Cancellation,2025-06-02T07:21:20.360Z,901,feelgoodspasdetroit,inbound,Ava Martinez,Noah Anderson,"Ava Martinez: Thank you for calling Feel Good Spas support, this is Ava Martinez. How can I help you today?
Noah Anderson: Hi Ava, I'm having an issue with my recent spa appointment booking. I booked a couples massage for my anniversary next week, but I just received an email saying it's been cancelled.
Ava Martinez: I understand, Mr. Anderson. Let me pull up your booking. Ah, I see it here. It appears that due to unforeseen staffing issues, all couples massages at that location are cancelled next week. We sincerely apologize for the inconvenience. We can offer you a single massage each at different times, or a full refund.
Noah Anderson: That's completely unacceptable! It's my anniversary, and we specifically booked a couples massage *together*. Single massages at different times defeat the whole purpose! A refund is useless, it's too late to book anything else now. This ruins our plans! I want the couples massage, not a refund or separate appointments! You need to figure something out. This is incredibly disappointing. Thanks for nothing.",The customer's couples massage appointment was cancelled due to staffing issues. The customer was dissatisfied with the offered alternatives (single massages or refund) and remained unsatisfied.,-0.7,booking issue,unresolved
54855810-ebc7-4042-a972-2fb9ecb749c2,Customer Service Call - Booking Reschedule,2025-06-02T07:06:06.397Z,115,feelgoodspasdetroit,inbound,Liam Garcia,Olivia Hernandez,"Liam Garcia: Thank you for calling Feel Good Spas support, this is Liam Garcia. How can I help you today?
Olivia Hernandez: Hi Liam, I'm having an issue with my recent spa appointment booking.
Liam Garcia: Okay, I can definitely help with that. Could you please provide me with your name and the date you booked the appointment for?
Olivia Hernandez: Sure, my name is Olivia Hernandez, and the appointment was booked for July 10th.
Liam Garcia: Thank you, Olivia. One moment while I pull up your booking information. Okay, I see your appointment for a massage on July 10th. What seems to be the issue?
Olivia Hernandez: I accidentally booked the wrong time. I meant to book it for 2 PM, but I see it's currently scheduled for 10 AM.
Liam Garcia: I understand. Let me check the availability for 2 PM on that day. Just one moment. Unfortunately, it looks like our massage therapists are fully booked at 2 PM on July 10th. Would you be open to rescheduling for a different day, or perhaps a different time that same day?
Olivia Hernandez: Hmm, I'm only available that day. Maybe I can come in a bit later than 10 AM? Perhaps 11 AM?
Liam Garcia: Let me check. Yes, we can move your appointment to 11 AM on July 10th. I have updated the appointment in our system, and you should receive a confirmation email shortly. Is there anything else I can assist you with today?",Customer Olivia Hernandez called to reschedule her spa appointment to a later time on the same day. The appointment was successfully moved to 11 AM as an alternative.,0.4,rescheduling,resolved
5688ed51-b3cc-4563-92c9-53a18f8bbfa2,Customer Service Call - Booking Issue,2025-06-02T07:14:56.777Z,995,feelgoodspasdetroit,inbound,Liam Garcia,Olivia Rodriguez,"Liam Garcia: Thank you for calling Feel Good Spas support, this is Liam Garcia. How can I help you today?
Olivia Rodriguez: Hi Liam, I'm having an issue with my recent spa appointment booking.
Liam Garcia: Okay, I can definitely look into that for you. Could you please provide me with your appointment confirmation number or the name and date the appointment was booked under?
Olivia Rodriguez: Sure, the name is Olivia Rodriguez and the appointment was booked for a couples massage this coming Saturday, October 26th at 2 PM.
Liam Garcia: Thank you, one moment while I access your booking... Okay, I see it here. It looks like there was a system error, and while the booking went through on your end, it didn't fully register on our schedule. Unfortunately, we are fully booked for couples massages that day. I can offer you a single massage each at 2 PM or reschedule the couples massage for the following week?
Olivia Rodriguez: Hmm, that's disappointing. We were really looking forward to it this Saturday. Let's reschedule for the following Saturday, October 26th at 2 PM.
Liam Garcia: Okay Olivia, I have rescheduled your couples massage for Saturday, November 2nd at 2 PM. You should receive a confirmation email shortly. I apologize again for the inconvenience. Is there anything else I can assist you with today?",The customer's appointment booking was not properly registered in the system due to a system error. The appointment was successfully rescheduled for the following week.,0.2,booking issue,resolved
56f4302d-c691-4290-8047-2669f79b8b43,Customer Service Call - Booking Issue,2025-06-02T07:24:44.771Z,524,feelgoodspasdetroit,inbound,Elias Brown,Olivia Martinez,"Elias Brown: Thank you for calling Feel Good Spas support, this is Elias Brown. How can I help you today?
Olivia Martinez: Hi Elias, I'm having an issue with my recent spa appointment booking.
Elias Brown: Okay, I'd be happy to look into that for you. Can you give me the name the booking was under, and the date of the appointment?
Olivia Martinez: Sure, it's under Olivia Martinez, and the appointment was supposed to be for tomorrow, October 27th, at 2 PM for a deep tissue massage. But I received an email saying it was canceled.
Elias Brown: Okay Olivia, I see the cancellation. It looks like there was a scheduling conflict on our end due to a therapist calling out sick. I sincerely apologize for the inconvenience. I can rebook you for the same service on October 28th at 2:30 PM, or offer you a 20% discount on your next booking if you prefer to reschedule for a later date.
Olivia Martinez: Rescheduling for October 28th at 2:30 PM sounds great! Thank you so much for your help, Elias.
Elias Brown: You're very welcome, Olivia! I've rebooked your appointment for October 28th at 2:30 PM. You'll receive a confirmation email shortly. Is there anything else I can assist you with today?
Olivia Martinez: No, that's all. Thanks again!
Elias Brown: Have a wonderful day, Olivia!","The customer's appointment was canceled due to a scheduling conflict. The support agent rebooked the appointment for the next day, resolving the issue.",0.5,cancellation,resolved
58a0c3bc-7520-48af-b7ac-620b5f7034e2,Customer Service Call - Booking Issue,2025-06-02T07:09:51.638Z,363,feelgoodspasdetroit,inbound,Emma Williams,Liam Garcia,"Emma Williams: Thank you for calling Feel Good Spas support, this is Emma Williams. How can I help you today?
Liam Garcia: Hi Emma, I'm having an issue with my recent spa appointment booking.
Emma Williams: Okay, Liam. Can you please provide me with the date and time of the appointment, and the name it was booked under? I can look into what happened.",Customer Liam Garcia is having issues with his spa appointment booking. Agent Emma Williams is trying to locate the booking details.,0.1,booking issue,unresolved
58feb5a8-950b-4116-ab67-2e573aba9552,Customer Service Call - Appointment Rescheduling,2025-06-02T07:06:28.293Z,716,feelgoodspasdetroit,inbound,Liam Garcia,Olivia Rodriguez,"Liam Garcia: Thank you for calling Feel Good Spas support, this is Liam. How can I help you today?
Olivia Rodriguez: Hi Liam, I'm having an issue with my recent spa appointment booking.
Liam Garcia: I understand. Could you please provide me with your booking confirmation number or the name and date the appointment was scheduled under?
Olivia Rodriguez: Sure, the name is Olivia Rodriguez, and the appointment is for a deep tissue massage on August 15th at 2 PM. I received a confirmation email, but I never received a reminder text, and now I need to reschedule it to August 22nd at the same time, but I can't seem to do it online.
Liam Garcia: Okay, Olivia, I see the booking here. I've rescheduled your appointment for August 22nd at 2 PM. It seems there might have been a glitch in our system regarding the reminder texts, I apologize for that. The system isn't allowing me to guarantee the same therapist for the new date, however. Would you like me to proceed or check therapist availability?
Olivia Rodriguez: Please just reschedule it for the 22nd. I'm fine with any available therapist as long as it's that time. Thank you for your help!","The customer, Olivia Rodriguez, needed to reschedule a spa appointment and was having trouble doing so online. The agent rescheduled the appointment but could not guarantee the same therapist due to system limitations, a partial resolution.",0.3,rescheduling,resolved
5a99d0d6-b48a-419f-b4fe-e69e7ee32526,Customer Service Call - Booking Cancellation,2025-06-02T07:09:29.171Z,482,feelgoodspasdetroit,inbound,Olivia Rodriguez,Ethan Miller,"Olivia Rodriguez: Thank you for calling Feel Good Spas support, this is Olivia. How can I help you today?
Ethan Miller: Hi Olivia, I'm having an issue with my recent spa appointment booking.
Olivia Rodriguez: Okay, I can help with that. Can you please provide me with your name and the date of your scheduled appointment?
Ethan Miller: It's Ethan Miller, and the appointment was for this Saturday, the 27th, for a couples massage at the downtown location.
Olivia Rodriguez: Okay Mr. Miller, let me pull up your booking. One moment... I see it here. It looks like the couples massage at the downtown location on the 27th was canceled due to unforeseen maintenance issues at that facility. An email notification should have been sent to you.
Ethan Miller: I never received any email! This is incredibly frustrating. We made plans around this! Is there anything you can do? Another location? A discount? Anything?
Olivia Rodriguez: I understand your frustration, Mr. Miller. Let me check availability at our other locations. Unfortunately, all of our other locations are fully booked for couples massages this weekend. We also don't have a policy of offering discounts for cancellations due to maintenance.
Ethan Miller: So you're telling me there's absolutely nothing you can do? After I planned my entire weekend around this?
Olivia Rodriguez: I am very sorry, Mr. Miller. The cancellation was due to unforeseen circumstances, and all available alternatives are currently booked. We can offer a full refund for the appointment, and I can add a note to your account to prioritize you for future bookings.
Ethan Miller: A refund doesn't replace the experience we were looking forward to. This is terrible customer service. Forget it, I'll take the refund, but I doubt I'll be booking with Feel Good Spas again. Goodbye.",Ethan Miller's couples massage appointment was canceled due to facility maintenance. He was unsatisfied with the lack of alternative options and expressed his disappointment with the customer service before agreeing to a refund.,-0.6,cancellation,resolved
5b95ff9f-71f8-4729-a1ca-4008b1f74ebe,Customer Service Call - Booking Confirmation Issue,2025-06-02T07:25:02.620Z,419,feelgoodspasdetroit,inbound,Olivia Hernandez,Ethan Williams,"Olivia Hernandez: Thank you for calling Feel Good Spas support, this is Olivia Hernandez. How can I help you today?
Ethan Williams: Hi Olivia, I'm having an issue with my recent spa appointment booking. I booked a couples massage for next Saturday, but I haven't received a confirmation email.
Olivia Hernandez: Okay Ethan, let me pull up your information. Can you please provide me with the name under which the booking was made and your phone number?
Ethan Williams: Sure, the booking is under Ethan Williams, and my phone number is 555-3847.
Olivia Hernandez: Thanks, Ethan. I see the booking here. There was a typo in the email address you provided during booking, so the confirmation email bounced back. I've corrected it to ethan.williams@emailio.com and resent the confirmation. You should receive it within the next few minutes. I apologize for the inconvenience!","The customer did not receive a booking confirmation due to a typo in their email address. The support agent corrected the email address and resent the confirmation, resolving the issue.",0.4,booking issue,resolved
5d3f7918-bee4-49c2-80d4-aedffbc6d04c,Customer Service Call - Appointment Reschedule,2025-06-02T07:17:00.030Z,151,feelgoodspasdetroit,inbound,Ethan Williams,Olivia Martinez,"Ethan Williams: Thank you for calling Feel Good Spas support, this is Ethan Williams. How can I help you today?
Olivia Martinez: Hi Ethan, I'm having an issue with my recent spa appointment booking.
Ethan Williams: Okay, I'm happy to help. Can you please provide me with your name and the date of your scheduled appointment?
Olivia Martinez: Sure, my name is Olivia Martinez and the appointment is for next Tuesday, the 15th, at 2 PM for a deep tissue massage.
Ethan Williams: Thank you, Olivia. I see your appointment here. What seems to be the problem?
Olivia Martinez: I actually meant to book a hot stone massage, not a deep tissue. Is it possible to switch it?
Ethan Williams: Absolutely, Olivia. Let me check the availability for a hot stone massage on the 15th at 2 PM. One moment...
Ethan Williams: Great news, Olivia! We have a hot stone massage available at that time. I've switched your appointment. You should receive a confirmation email shortly.
Olivia Martinez: Oh, that's fantastic! Thank you so much for your help, Ethan. I really appreciate it.
Ethan Williams: You're very welcome, Olivia! Is there anything else I can assist you with today? If not, enjoy your hot stone massage!",The customer wanted to change their booked spa treatment from a deep tissue massage to a hot stone massage. The support agent successfully changed the booking and confirmed the change with the customer.,0.6,booking issue,resolved
5f86f830-ccbc-4e37-b217-9c9c0c0077ef,Customer Service Call - Spa Appointment Reschedule,2025-06-02T07:23:39.054Z,746,feelgoodspasdetroit,inbound,Liam Wilson,Olivia Anderson,"Liam Wilson: Thank you for calling Feel Good Spas support, this is Liam Wilson. How can I help you today?
Olivia Anderson: Hi Liam, I'm having an issue with my recent spa appointment booking.
Liam Wilson: I understand. Could you please provide me with the name and phone number associated with the booking?
Olivia Anderson: Sure, the name is Olivia Anderson and the phone number is +1-555-1234. I booked a couples massage for next Saturday but I realized there's been a scheduling conflict. I need to reschedule.
Liam Wilson: Okay, Olivia. Let me check our availability. Just one moment... Okay, it looks like we have an opening for a couples massage the following Saturday at the same time. Would that work for you?
Olivia Anderson: That sounds perfect, thank you so much Liam! I really appreciate your help.
Liam Wilson: You're welcome, Olivia! I've updated your appointment. Is there anything else I can assist you with today?
Olivia Anderson: No, that will be all. Thanks again!
Liam Wilson: Have a wonderful day!","The customer needed to reschedule their spa appointment due to a conflict, and the support agent successfully found a new suitable time slot and updated the booking.",0.6,rescheduling,resolved
61c49c17-d332-455e-969b-1b9eb3b38ff6,Customer Service Call - Booking Rescheduling,2025-06-02T07:24:44.771Z,809,feelgoodspasdetroit,inbound,Olivia Rodriguez,Noah Anderson,"Olivia Rodriguez: Thank you for calling Feel Good Spas support, this is Olivia Rodriguez. How can I help you today?
Noah Anderson: Hi Olivia, I'm having an issue with my recent spa appointment booking. I booked a couples massage for this Saturday, but I just realized I accidentally selected the wrong time. Instead of 2 PM, I needed it for 4 PM. Is there any way to reschedule it?
Olivia Rodriguez: Hi Noah, I can definitely help you with that. Let me check the availability for a couples massage this Saturday at 4 PM. ... Okay, great news, we do have an opening at 4 PM. I've gone ahead and rescheduled your appointment. You should receive a confirmation email shortly. Is there anything else I can assist you with today?",The customer accidentally booked a spa appointment for the wrong time and requested to reschedule. The support agent successfully rescheduled the appointment for the customer.,0.6,rescheduling,resolved
63abe110-674f-4ad9-a99b-085ee4559afb,Customer Service Call - Appointment Booking Issue,2025-06-02T07:13:48.221Z,317,feelgoodspasdetroit,inbound,Emma Rodriguez,Liam Wilson,"Emma Rodriguez: Thank you for calling Feel Good Spas support, this is Emma Rodriguez. How can I help you today?
Liam Wilson: Hi Emma, I'm having an issue with my recent spa appointment booking.
Emma Rodriguez: I'm sorry to hear that. Could you please provide me with your booking reference number or the name and date of the appointment?
Liam Wilson: Sure, the name is Liam Wilson and the appointment was for a deep tissue massage scheduled for tomorrow, November 9th at 2 PM. But I no longer see it listed under my upcoming appointments online.
Emma Rodriguez: Okay, Mr. Wilson, one moment while I access your account. I do see the appointment. It appears there was a system update last night and some appointment visualizations are temporarily unavailable online. Your appointment is still confirmed and in our system. We are working on a fix, and you can disregard the fact that it is not visible online. You can still come in tomorrow.
Liam Wilson: Okay, that's good to know it's still booked. I just wanted to be sure. Thanks for clearing that up, Emma!","The customer's online appointment visualization was missing due to a system update. The agent confirmed the appointment was still valid, but the online display issue is ongoing.",0.4,booking issue,resolved
6c37b80f-5af7-48dc-9ef1-67df2fa9517e,Customer Service Call - Booking Issue,2025-06-02T07:17:00.030Z,245,feelgoodspasdetroit,inbound,Emma Garcia,Liam Rodriguez,"Emma Garcia: Thank you for calling Feel Good Spas support, this is Emma Garcia. How can I help you today?
Liam Rodriguez: Hi Emma, I'm having an issue with my recent spa appointment booking.
Emma Garcia: Okay, I understand. Could you please provide me with the name the booking was under and the date and time of the appointment?
Liam Rodriguez: Sure, it's under Liam Rodriguez, and it was for the aromatherapy massage on July 15th at 2 PM. I accidentally booked it for the wrong location. I meant to book at the downtown location but booked the one on the outskirts.
Emma Garcia: Thank you, Liam. Let me check on that for you. Okay, I see the booking. No problem, I can easily transfer your appointment to the downtown location for the same time and date. Will that work for you?
Liam Rodriguez: Oh, that would be fantastic, Emma! Thank you so much!
Emma Garcia: You're very welcome, Liam! I've updated the location in our system. You'll receive a confirmation email shortly reflecting the change. Is there anything else I can assist you with today?",Customer accidentally booked an appointment at the wrong location. The support agent successfully transferred the booking to the correct location and sent a confirmation email.,0.6,booking issue,resolved
719cfc5c-6677-4cec-9580-1b42ba081747,Customer Service Call - Appointment Booking,2025-06-02T07:06:06.397Z,247,feelgoodspasdetroit,inbound,Emma Rodriguez,Liam Anderson,"Emma Rodriguez: Thank you for calling Feel Good Spas support, this is Emma Rodriguez. How can I help you today?
Liam Anderson: Hi Emma, I'm having an issue with my recent spa appointment booking.
Emma Rodriguez: Okay, I can help with that. Can you please provide me with your booking reference number or the name and date associated with the appointment?
Liam Anderson: Sure, the name is Liam Anderson and the appointment was scheduled for October 26th for a deep tissue massage.
Emma Rodriguez: Thank you, Liam. Let me pull up that information. Okay, I see the appointment. What seems to be the issue?
Liam Anderson: I wanted to confirm if it's possible to add a hot stone treatment to the massage, and also inquire about the total cost including the addition.
Emma Rodriguez: I can certainly check the availability for that. Unfortunately, it looks like adding the hot stone treatment isn't available at that exact time slot, as the therapist is booked. I can offer you the hot stone addition an hour before or after your existing appointment time, but that may shift your schedule. I can also confirm the additional cost is $35.
Liam Anderson: Okay, thank you for checking. I think I'll stick with the original deep tissue massage then. I appreciate the information.","The customer, Liam Anderson, inquired about adding a hot stone treatment to his massage appointment. While the treatment wasn't available at the original time, the customer decided to keep the original booking.",0.3,booking issue,resolved
